code, lat, lng, point, alt, name, region, name_k, region_k
JA/NI-001,36.7946,137.754,10,2611,Yukikuradake,Itoigawa-city<JCC#0816>Shimoniikawa-gun<JCG#28003A>,雪倉岳,新潟県糸魚川市<JCC#0816>富山県下新川郡朝日町<JCG#28003A>
JA/NI-002,36.9227,138.0681,10,2462,Hiuchiyama,Myoko-city<JCC#0827>Itoigawa-city<JCC#0816>,火打山,新潟県妙高市<JCC#0827>新潟県糸魚川市<JCC#0816>
JA/NI-003,36.8913,138.1135,10,2454,Myoukousan,Myoko-city<JCC#0827>,妙高山,新潟県妙高市<JCC#0827>
JA/NI-004,36.921,138.036,10,2400,Yakeyama,Itoigawa-city<JCC#0816>Myoko-city<JCC#0827>,焼山,新潟県糸魚川市<JCC#0816>新潟県妙高市<JCC#0827>
JA/NI-005,36.8459,138.6903,10,2145,Naebasan,Nakauonuma-gun<JCG#08008B>Minamiuonuma-gun<JCG#08015D>Shimominochi-gun<JCG#09010B>,苗場山,新潟県中魚沼郡津南町<JCG#08008B>新潟県南魚沼郡湯沢町<JCG#08015D>長野県下水内郡栄村<JCG#09010B>
JA/NI-006,37.0021,139.1709,10,2141,Hiragatake,Uonuma-city<JCC#0825>Tone-gun<JCG#16010I>,平ヶ岳,新潟県魚沼市<JCC#0825>群馬県利根郡みなかみ町<JCG#16010I>
JA/NI-007,37.8332,139.6607,10,2128,Dainichidake,Shibata-city<JCC#0806>Higashikambara-gun<JCG#08013E>,大日岳,新潟県新発田市<JCC#0806>新潟県東蒲原郡阿賀町<JCG#08013E>
JA/NI-008,37.8549,139.7071,10,2105,Iidesan,Kitakata-city<JCC#0708>,飯豊山,福島県喜多方市<JCC#0708>
JA/NI-009,37.0852,139.0776,10,2085,Nakanodake,Minamiuonuma-city<JCC#0826>Uonuma-city<JCC#0825>,中ノ岳,新潟県南魚沼市<JCC#0826>新潟県魚沼市<JCC#0825>
JA/NI-010,36.7936,138.6894,10,2052,Narazuyama,Minamiuonuma-gun<JCG#08015D>Shimominochi-gun<JCG#09010B>,ナラズ山,新潟県南魚沼郡湯沢町<JCG#08015D>長野県下水内郡栄村<JCG#09010B>
JA/NI-011,37.88,139.6385,10,2025,Kitamatadake,Shibata-city<JCC#0806>Nishiokitama-gun<JCG#05003B>,北股岳,新潟県新発田市<JCC#0806>山形県西置賜郡小国町<JCG#05003B>
JA/NI-012,37.1236,139.0752,10,2003,Komagatake,Minamiuonuma-city<JCC#0826>Uonuma-city<JCC#0825>,駒ヶ岳,新潟県南魚沼市<JCC#0826>新潟県魚沼市<JCC#0825>
JA/NI-013,36.8491,138.9166,10,1978,Tanigawadake/Shigekuradake,Minamiuonuma-gun<JCG#08015D>Tone-gun<JCG#16010I>,谷川岳(茂倉岳),新潟県南魚沼郡湯沢町<JCG#08015D>群馬県利根郡みなかみ町<JCG#16010I>
JA/NI-014,37.1005,139.1482,10,1969,Arasawadake,Uonuma-city<JCC#0825>,荒沢岳,新潟県魚沼市<JCC#0825>
JA/NI-015,36.8281,138.0042,10,1927,Doutsudake,Myoko-city<JCC#0827>Kitaazumi-gun<JCG#09005E>Nagano-city<JCC#0901>,堂津岳,新潟県妙高市<JCC#0827>長野県北安曇郡小谷村<JCG#09005E>長野県長野市<JCC#0901>
JA/NI-016,37.0662,139.0979,10,1926,Usagidake,Minamiuonuma-city<JCC#0826>Uonuma-city<JCC#0825>,兎岳,新潟県南魚沼市<JCC#0826>新潟県魚沼市<JCC#0825>
JA/NI-017,37.104,139.024,10,1778,Hakkaisan/Nyuudoudake,Minamiuonuma-city<JCC#0826>,八海山(入道岳),新潟県南魚沼市<JCC#0826>
JA/NI-018,36.8049,138.732,10,1655,Akayuyama,Minamiuonuma-gun<JCG#08015D>,赤湯山,新潟県南魚沼郡湯沢町<JCG#08015D>
JA/NI-019,37.9426,139.6088,10,1636,Eburisashidake,Iwafune-gun<JCG#08001C>,エブリ差岳(エブリ木ヘンに八),新潟県岩船郡関川村<JCG#08001C>
JA/NI-020,36.9319,137.9689,10,1631,Nokogiridake,Itoigawa-city<JCC#0816>,鋸岳,新潟県糸魚川市<JCC#0816>
JA/NI-021,36.8543,138.8159,10,1631,Nihhakusan,Minamiuonuma-gun<JCG#08015D>,日白山,新潟県南魚沼郡湯沢町<JCG#08015D>
JA/NI-022,36.9388,137.9538,10,1591,Onigatsurayama,Itoigawa-city<JCC#0816>,鬼ヶ面山,新潟県糸魚川市<JCC#0816>
JA/NI-023,37.1833,139.1895,10,1553,Mijyougatake,Uonuma-city<JCC#0825>,未丈が岳,新潟県魚沼市<JCC#0825>
JA/NI-024,37.3977,139.1365,10,1537,Sumondake,Uonuma-city<JCC#0825>Sanjo-city<JCC#0804>,守門岳,新潟県魚沼市<JCC#0825>新潟県三条市<JCC#0804>
JA/NI-025,37.0633,139.174,10,1523,Daisawayama,Uonuma-city<JCC#0825>,大沢山,新潟県魚沼市<JCC#0825>
JA/NI-026,36.963,137.9748,10,1511,Amidayama,Itoigawa-city<JCC#0816>,阿彌陀山,新潟県糸魚川市<JCC#0816>
JA/NI-027,36.9523,138.1118,8,1499,Yougasan,Myoko-city<JCC#0827>Itoigawa-city<JCC#0816>,容雅山,新潟県妙高市<JCC#0827>新潟県糸魚川市<JCC#0816>
JA/NI-028,37.0088,138.9389,8,1475,P1475,Minamiuonuma-city<JCC#0826>,点1475,新潟県南魚沼市<JCC#0826>
JA/NI-029,37.1476,139.1853,8,1431,Hinatagurayama,Uonuma-city<JCC#0825>,日向倉山,新潟県魚沼市<JCC#0825>
JA/NI-030,36.9894,138.1316,8,1430,Oogenashiyama,Joetsu-city<JCC#0822>Myoko-city<JCC#0827>,大毛無山,新潟県上越市<JCC#0822>新潟県妙高市<JCC#0827>
JA/NI-031,37.892,139.5043,8,1424,Nihonngiyama,Shibata-city<JCC#0806>Tainai-city<JCC#0828>,二本木山,新潟県新発田市<JCC#0806>新潟県胎内市<JCC#0828>
JA/NI-032,37.8635,139.5559,8,1408,Akatsuyama,Shibata-city<JCC#0806>Tainai-city<JCC#0828>,赤津山,新潟県新発田市<JCC#0806>新潟県胎内市<JCC#0828>
JA/NI-034,37.7956,139.5279,8,1363,Hirubasan,Shibata-city<JCC#0806>Higashikambara-gun<JCG#08013E>,蒜場山,新潟県新発田市<JCC#0806>新潟県東蒲原郡阿賀町<JCG#08013E>
JA/NI-035,37.0125,138.9891,8,1341,Ookabutoyama,Minamiuonuma-city<JCC#0826>,大兜山,新潟県南魚沼市<JCC#0826>
JA/NI-036,37.0286,138.0264,8,1316,Hokogatake,Itoigawa-city<JCC#0816>,鉾ヶ岳,新潟県糸魚川市<JCC#0816>
JA/NI-037,37.5552,139.1887,8,1293,Awagatake,Kamo-city<JCC#0809>Sanjo-city<JCC#0804>,粟ヶ岳,新潟県加茂市<JCC#0809>新潟県三条市<JCC#0804>
JA/NI-038,36.9445,137.7111,8,1287,Shiratoriyama,Itoigawa-city<JCC#0816>Shimoniikawa-gun<JCG#28003A>,白鳥山,新潟県糸魚川市<JCC#0816>富山県下新川郡朝日町<JCG#28003A>
JA/NI-039,37.5123,139.2661,8,1258,Yahazudake,Gosen-city<JCC#0818>Sanjo-city<JCC#0804>,矢筈岳,新潟県五泉市<JCC#0818>新潟県三条市<JCC#0804>
JA/NI-040,36.9766,137.7901,8,1222,Kurohimeyama,Itoigawa-city<JCC#0816>,黒姫山,新潟県糸魚川市<JCC#0816>
JA/NI-041,37.5372,139.2564,8,1216,Aoridake,Sanjo-city<JCC#0804>Gosen-city<JCC#0818>,青里岳,新潟県三条市<JCC#0804>新潟県五泉市<JCC#0818>
JA/NI-042,37.0312,138.1361,8,1205,Nakanodake,Myoko-city<JCC#0827>Joetsu-city<JCC#0822>,中の岳,新潟県妙高市<JCC#0827>新潟県上越市<JCC#0822>
JA/NI-043,36.9438,138.7695,8,1181,Takatsukurayama,Minamiuonuma-gun<JCG#08015D>Tokamachi-city<JCC#0810>,高津倉山,新潟県南魚沼郡湯沢町<JCG#08015D>新潟県十日町市<JCC#0810>
JA/NI-044,38.1039,138.3498,8,1172,Kinpokusan,Sado-city<JCC#0824>,金北山,新潟県佐渡市<JCC#0824>
JA/NI-045,36.929,138.7832,8,1172,Oomine,Minamiuonuma-gun<JCG#08015D>,大峰,新潟県南魚沼郡湯沢町<JCG#08015D>
JA/NI-046,37.5213,139.4575,8,1140,Kasakurayama,Higashikambara-gun<JCG#08013E>,笠倉山,新潟県東蒲原郡阿賀町<JCG#08013E>
JA/NI-047,36.9564,138.833,8,1112,Iijisan,Minamiuonuma-city<JCC#0826>Minamiuonuma-gun<JCG#08015D>,飯士山,新潟県南魚沼市<JCC#0826>新潟県南魚沼郡湯沢町<JCG#08015D>
JA/NI-048,37.5999,139.3657,8,1107,Nabekurayama,Higashikambara-gun<JCG#08013E>,鍋倉山,新潟県東蒲原郡阿賀町<JCG#08013E>
JA/NI-049,37.485,139.2984,6,1096,P1096,Higashikambara-gun<JCG#08013E>Sanjo-city<JCC#0804>,点1096(駒形山近傍),新潟県東蒲原郡阿賀町<JCG#08013E>新潟県三条市<JCC#0804>
JA/NI-050,38.2219,139.669,6,1093,Washigasuyama,Murakami-city<JCC#0812>,鷲ヶ巣山,新潟県村上市<JCC#0812>
JA/NI-051,37.6224,139.3453,6,1081,Nihondairayama,Higashikambara-gun<JCG#08013E>Gosen-city<JCC#0818>,日本平山,新潟県東蒲原郡阿賀町<JCG#08013E>新潟県五泉市<JCC#0818>
JA/NI-052,37.2613,139.0749,6,1079,Karamatsuyama,Uonuma-city<JCC#0825>,唐松山,新潟県魚沼市<JCC#0825>
JA/NI-053,37.7763,139.5882,6,1068,Fudedukayama,Higashikambara-gun<JCG#08013E>,筆塚山,新潟県東蒲原郡阿賀町<JCG#08013E>
JA/NI-054,37.4751,139.2491,6,1044,Kenashiyama,Sanjo-city<JCC#0804>,毛無山,新潟県三条市<JCC#0804>
JA/NI-055,37.5638,139.2431,6,1040,P1040,Gosen-city<JCC#0818>,点1040(灰ケ岳(三角点)近傍),新潟県五泉市<JCC#0818>
JA/NI-056,37.1947,139.132,6,1037,Tsutsumigakurayama,Uonuma-city<JCC#0825>,鼓が倉山,新潟県魚沼市<JCC#0825>
JA/NI-057,37.044,138.1594,6,1029,Shigekurayama,Myoko-city<JCC#0827>Joetsu-city<JCC#0822>,重倉山,新潟県妙高市<JCC#0827>新潟県上越市<JCC#0822>
JA/NI-058,37.7457,139.5026,6,1025,Bougakeyama,Higashikambara-gun<JCG#08013E>,棒掛山,新潟県東蒲原郡阿賀町<JCG#08013E>
JA/NI-059,37.0103,138.7737,6,1020,P1020,Tokamachi-city<JCC#0810>Minamiuonuma-city<JCC#0826>,点1020(当間山近傍),新潟県十日町市<JCC#0810>新潟県南魚沼市<JCC#0826>
JA/NI-060,38.1457,139.6626,6,1017,Zukinyama,Iwafune-gun<JCG#08001C>,頭巾山,新潟県岩船郡関川村<JCG#08001C>
JA/NI-061,37.6144,139.1951,6,1012,Hakusan,Gosen-city<JCC#0818>Kamo-city<JCC#0809>,白山,新潟県五泉市<JCC#0818>新潟県加茂市<JCC#0809>
JA/NI-062,38.1783,138.405,6,1003,Yukihatayama,Sado-city<JCC#0824>,雪畑山,新潟県佐渡市<JCC#0824>
JA/NI-063,37.269,139.0426,6,998,Kamigongendouyama,Uonuma-city<JCC#0825>,上権現堂山,新潟県魚沼市<JCC#0825>
JA/NI-064,37.2896,138.4839,6,993,Yoneyama,Kashiwazaki-city<JCC#0805>Joetsu-city<JCC#0822>,米山,新潟県柏崎市<JCC#0805>新潟県上越市<JCC#0822>
JA/NI-065,37.7792,139.3289,6,981,Hishigatake,Higashikambara-gun<JCG#08013E>Agano-city<JCC#0823>,菱ヶ岳,新潟県東蒲原郡阿賀町<JCG#08013E>新潟県阿賀野市<JCC#0823>
JA/NI-066,38.3,139.6926,6,968,Ishiguroyama,Murakami-city<JCC#0812>,石黒山,新潟県村上市<JCC#0812>
JA/NI-067,38.1491,139.6358,6,966,Kousagisan,Iwafune-gun<JCG#08001C>,光兎山,新潟県岩船郡関川村<JCG#08001C>
JA/NI-068,38.3156,139.6562,6,954,Sanpeiyama,Murakami-city<JCC#0812>,三平山,新潟県村上市<JCC#0812>
JA/NI-069,38.2159,138.4518,6,947,Bunagahirayama,Sado-city<JCC#0824>,山毛﨔ガ平山,新潟県佐渡市<JCC#0824>
JA/NI-070,37.2136,139.1395,6,939,P939,Uonuma-city<JCC#0825>,点939,新潟県魚沼市<JCC#0825>
JA/NI-071,37.3006,139.0892,6,934,Tsuchikuzureyama,Uonuma-city<JCC#0825>,土崩山,新潟県魚沼市<JCC#0825>
JA/NI-072,37.9611,139.5142,6,931,Kazekurasan,Tainai-city<JCC#0828>,風倉山,新潟県胎内市<JCC#0828>
JA/NI-073,37.5599,139.3193,6,918,Daiyama,Higashikambara-gun<JCG#08013E>,大山,新潟県東蒲原郡阿賀町<JCG#08013E>
JA/NI-074,37.5418,139.3067,6,916,P916,Gosen-city<JCC#0818>,点916,新潟県五泉市<JCC#0818>
JA/NI-076,37.2261,138.5921,6,891,Kurohimesan,Kashiwazaki-city<JCC#0805>,黒姫山,新潟県柏崎市<JCC#0805>
JA/NI-077,37.6646,139.3225,6,866,Mandarokuyama,Gosen-city<JCC#0818>Higashikambara-gun<JCG#08013E>,マンダロク山,新潟県五泉市<JCC#0818>新潟県東蒲原郡阿賀町<JCG#08013E>
JA/NI-078,37.7969,139.4816,6,857,Manaitakurayama,Shibata-city<JCC#0806>Higashikambara-gun<JCG#08013E>,俎倉山,新潟県新発田市<JCC#0806>新潟県東蒲原郡阿賀町<JCG#08013E>
JA/NI-079,38.3429,139.6975,6,853,P853,Murakami-city<JCC#0812>,点853,新潟県村上市<JCC#0812>
JA/NI-080,38.3611,139.5108,6,852,Shinbodake,Murakami-city<JCC#0812>,新保岳,新潟県村上市<JCC#0812>
JA/NI-081,38.2734,139.651,4,836,Shikamoriyama,Murakami-city<JCC#0812>,鹿森山,新潟県村上市<JCC#0812>
JA/NI-082,38.1039,139.6455,4,824,Yokomatsu,Iwafune-gun<JCG#08001C>,横松(三角点),新潟県岩船郡関川村<JCG#08001C>
JA/NI-083,38.3449,139.5029,4,820,Noboritateyama,Murakami-city<JCC#0812>,登立山,新潟県村上市<JCC#0812>
JA/NI-084,38.022,139.6075,4,800,Near_Budouhanayama,Iwafune-gun<JCG#08001C>,葡萄鼻山近傍,新潟県岩船郡関川村<JCG#08001C>
JA/NI-085,37.3986,138.9352,4,765,Nokogiriyama,Nagaoka-city<JCC#0802>,鋸山,新潟県長岡市<JCC#0802>
JA/NI-086,37.2251,138.5015,4,757,Ogamidake,Joetsu-city<JCC#0822>,尾神岳,新潟県上越市<JCC#0822>
JA/NI-087,38.1147,139.6245,4,726,Yuzousan,Iwafune-gun<JCG#08001C>,湯蔵山,新潟県岩船郡関川村<JCG#08001C>
JA/NI-088,38.3936,139.6047,4,709,Kareiyama,Murakami-city<JCC#0812>,鰈山,新潟県村上市<JCC#0812>
JA/NI-089,37.6838,139.5435,4,698,Usangakurayama,Higashikambara-gun<JCG#08013E>,兎ヶ倉山,新潟県東蒲原郡阿賀町<JCG#08013E>
JA/NI-090,37.3198,138.9862,4,681,Toyagamine,Uonuma-city<JCC#0825>,鳥屋ガ峰,新潟県魚沼市<JCC#0825>
JA/NI-091,37.2196,138.525,4,676,Tokinzan,Kashiwazaki-city<JCC#0805>Joetsu-city<JCC#0822>,兜巾山,新潟県柏崎市<JCC#0805>新潟県上越市<JCC#0822>
JA/NI-092,37.716,139.4232,4,657,Shirahigeyama,Higashikambara-gun<JCG#08013E>,白髭山,新潟県東蒲原郡阿賀町<JCG#08013E>
JA/NI-093,37.195,139.0538,4,654,Nametokoyama,Uonuma-city<JCC#0825>,ナメトコ山,新潟県魚沼市<JCC#0825>
JA/NI-094,37.9586,138.4796,2,646,Oojiyama,Sado-city<JCC#0824>,大地山,新潟県佐渡市<JCC#0824>
JA/NI-095,37.4802,139.1297,2,645,P645,Sanjo-city<JCC#0804>,点645,新潟県三条市<JCC#0804>
JA/NI-096,37.0823,138.6725,2,641,Jyouyama,Tokamachi-city<JCC#0810>,城山,新潟県十日町市<JCC#0810>
JA/NI-097,37.9327,138.3987,2,636,Kyoudukasan,Sado-city<JCC#0824>,経塚山,新潟県佐渡市<JCC#0824>
JA/NI-098,37.7047,138.8089,2,634,Yahikoyama,Nishikambara-gun<JCG#08011I>Nagaoka-city<JCC#0802>,弥彦山,新潟県西蒲原郡弥彦村<JCG#08011I>新潟県長岡市<JCC#0802>
JA/NI-099,38.3755,139.6183,2,634,Tengaisan,Murakami-city<JCC#0812>,天蓋山,新潟県村上市<JCC#0812>
JA/NI-100,38.4114,139.6364,2,633,Ananzawa,Murakami-city<JCC#0812>,阿南沢(三角点),新潟県村上市<JCC#0812>
JA/NI-101,37.6503,139.2642,2,631,Gongenyama,Gosen-city<JCC#0818>,権現山,新潟県五泉市<JCC#0818>
JA/NI-102,38.2604,139.7262,2,630,P630,Murakami-city<JCC#0812>,点630,新潟県村上市<JCC#0812>
JA/NI-103,37.3324,139.0691,2,630,Hotoramine,Uonuma-city<JCC#0825>,ほとら峯,新潟県魚沼市<JCC#0825>
JA/NI-104,37.7631,139.3884,2,615,Kasasugayama,Higashikambara-gun<JCG#08013E>,笠菅山,新潟県東蒲原郡阿賀町<JCG#08013E>
JA/NI-105,38.0238,138.5214,2,610,Oosumiyama,Sado-city<JCC#0824>,大隅山,新潟県佐渡市<JCC#0824>
JA/NI-106,37.3788,138.9658,2,606,Sanbonbunayama,Nagaoka-city<JCC#0802>Uonuma-city<JCC#0825>,三本ぶな山,新潟県長岡市<JCC#0802>新潟県魚沼市<JCC#0825>
JA/NI-107,37.0913,138.0742,2,599,Mineyama,Itoigawa-city<JCC#0816>Joetsu-city<JCC#0822>,峰山,新潟県糸魚川市<JCC#0816>新潟県上越市<JCC#0822>
JA/NI-108,37.3482,138.8708,2,582,Kanagurayama,Ojiya-city<JCC#0808>Nagaoka-city<JCC#0802>,金倉山,新潟県小千谷市<JCC#0808>新潟県長岡市<JCC#0802>
JA/NI-110,38.0795,139.4792,2,571,Takatsuboyama,Tainai-city<JCC#0828>Murakami-city<JCC#0812>,高坪山,新潟県胎内市<JCC#0828>新潟県村上市<JCC#0812>
JA/NI-111,38.0206,139.4276,2,568,Kushigatayama,Tainai-city<JCC#0828>Shibata-city<JCC#0806>,櫛形山,新潟県胎内市<JCC#0828>新潟県新発田市<JCC#0806>
JA/NI-112,38.5251,139.5969,2,555,Nihongoku,Murakami-city<JCC#0812>Tsuruoka-city<JCC#0503>,日本国,新潟県村上市<JCC#0812>山形県鶴岡市<JCC#0503>
JA/NI-113,37.1368,138.5271,2,541,Nabetachiyama,Tokamachi-city<JCC#0810>Joetsu-city<JCC#0822>,鍋立山,新潟県十日町市<JCC#0810>新潟県上越市<JCC#0822>
JA/NI-114,38.1945,139.6045,2,539,Ishiguroyama,Murakami-city<JCC#0812>,石黒山,新潟県村上市<JCC#0812>
JA/NI-115,37.714,139.3343,2,534,Higashiyama,Higashikambara-gun<JCG#08013E>,東山(三角点),新潟県東蒲原郡阿賀町<JCG#08013E>
JA/NI-116,36.9758,138.2477,2,528,Takatokoyama,Myoko-city<JCC#0827>Joetsu-city<JCC#0822>,高床山,新潟県妙高市<JCC#0827>新潟県上越市<JCC#0822>
JA/NI-117,37.7358,139.3515,2,528,Kuroyama,Higashikambara-gun<JCG#08013E>,黒山(三角点),新潟県東蒲原郡阿賀町<JCG#08013E>
JA/NI-118,37.5537,139.1222,2,526,Hakamagoshiyama,Sanjo-city<JCC#0804>,袴腰山,新潟県三条市<JCC#0804>
JA/NI-119,37.3078,138.6592,2,518,Hachikokusan,Nagaoka-city<JCC#0802>Kashiwazaki-city<JCC#0805>,八石山,新潟県長岡市<JCC#0802>新潟県柏崎市<JCC#0805>
JA/NI-120,38.5086,139.6638,2,513,Takatoya,Murakami-city<JCC#0812>Tsuruoka-city<JCC#0503>,高鳥屋,新潟県村上市<JCC#0812>山形県鶴岡市<JCC#0503>
JA/NI-121,38.503,139.5856,2,510,Gengayama,Murakami-city<JCC#0812>,源賀山,新潟県村上市<JCC#0812>
JA/NI-122,37.1495,138.4749,2,507,Kirigatake,Joetsu-city<JCC#0822>,霧ヶ岳,新潟県上越市<JCC#0822>
JA/NI-123,38.2073,139.6154,2,504,P504,Murakami-city<JCC#0812>,点504,新潟県村上市<JCC#0812>
JA/NI-124,37.715,139.4889,2,500,Kurosakiyama,Higashikambara-gun<JCG#08013E>,黒崎山,新潟県東蒲原郡阿賀町<JCG#08013E>
JA/NI-125,38.4583,139.5324,1,489,Eboshidake,Murakami-city<JCC#0812>,烏帽子岳,新潟県村上市<JCC#0812>
JA/NI-126,37.1605,138.631,1,484,Yakushi,Tokamachi-city<JCC#0810>,薬師(三角点),新潟県十日町市<JCC#0810>
JA/NI-127,37.7805,138.8369,1,480,Kakudayama,Nishikan-ku<JCC#080108>,角田山,新潟県新潟市西蒲区<JCC#080108>
JA/NI-128,37.3191,138.5191,1,460,Near_Tanne,Kashiwazaki-city<JCC#0805>,谷根(三角点)近傍,新潟県柏崎市<JCC#0805>
JA/NI-129,38.4938,139.6263,1,453,P453,Murakami-city<JCC#0812>,点453,新潟県村上市<JCC#0812>
JA/NI-130,38.2728,139.4879,1,440,P440,Murakami-city<JCC#0812>,点440,新潟県村上市<JCC#0812>
JA/NI-131,38.1278,139.5145,1,438,Houzakayama,Iwafune-gun<JCG#08001C>Murakami-city<JCC#0812>,朴坂山,新潟県岩船郡関川村<JCG#08001C>新潟県村上市<JCC#0812>
JA/NI-132,38.4594,139.584,1,411,Hagetayama,Murakami-city<JCC#0812>,ハゲタ山,新潟県村上市<JCC#0812>
JA/NI-133,38.3067,139.5848,1,411,Sekiguchi,Murakami-city<JCC#0812>,関口(三角点),新潟県村上市<JCC#0812>
JA/NI-134,37.1774,138.46,1,396,Kogamoda,Joetsu-city<JCC#0822>,小蒲生田(三角点),新潟県上越市<JCC#0822>
JA/NI-135,37.3179,138.4515,1,367,Jyouyama,Kashiwazaki-city<JCC#0805>,城山,新潟県柏崎市<JCC#0805>
JA/NI-136,37.4907,138.7273,1,357,Shibatouge,Nagaoka-city<JCC#0802>Santo-gun<JCG#08007C>,芝峠(三角点),新潟県長岡市<JCC#0802>新潟県三島郡出雲崎町<JCG#08007C>
JA/NI-137,37.6449,139.1057,1,327,Sarugetake,Kamo-city<JCC#0809>,猿毛岳,新潟県加茂市<JCC#0809>
JA/NI-138,37.6704,138.8156,1,313,Kugamiyama,Tsubame-city<JCC#0813>,国上山,新潟県燕市<JCC#0813>
JA/NI-139,37.5599,138.9813,1,298,Doujyoyama,Sanjo-city<JCC#0804>Mitsuke-city<JCC#0811>,道上山,新潟県三条市<JCC#0804>新潟県見附市<JCC#0811>
JA/NI-140,36.8926,138.1028,10,2360,Mitaharayama,Myoko-city<JCC#0827>,三田原山,新潟県妙高市<JCC#0827>
JA/NI-141,36.9042,138.014,10,2245,Kanayama,Myoko-city<JCC#0827>Itoigawa-city<JCC#0816>Kitaazumi-gun<JCG#09005E>,金山,新潟県妙高市<JCC#0827>新潟県糸魚川市<JCC#0816>長野県北安曇郡小谷村<JCG#09005E>
JA/NI-142,36.833,138.0527,10,2073,Jizouyama,Myoko-city<JCC#0827>,地蔵山,新潟県妙高市<JCC#0827>
JA/NI-143,37.02,139.0912,10,1861,Echigozawayama,Minamiuonuma-city<JCC#0826>Tone-gun<JCG#16010I>,越後沢山,新潟県南魚沼市<JCC#0826>群馬県利根郡みなかみ町<JCG#16010I>
JA/NI-144,37.0777,139.1379,10,1852,Hainomatayama,Uonuma-city<JCC#0825>,灰ノ又山,新潟県魚沼市<JCC#0825>
JA/NI-145,36.9404,138.0076,10,1840,Hirukurayama,Itoigawa-city<JCC#0816>,昼闇山,新潟県糸魚川市<JCC#0816>
JA/NI-146,37.8137,139.5973,10,1572,Eboshiyama,Higashikambara-gun<JCG#08013E>,烏帽子山,新潟県東蒲原郡阿賀町<JCG#08013E>
JA/NI-147,38.3552,139.8044,10,1506,Bakeanayama,Murakami-city<JCC#0812>Tsuruoka-city<JCC#0503>,化穴山,新潟県村上市<JCC#0812>山形県鶴岡市<JCC#0503>
JA/NI-148,36.8605,138.7481,10,1500,Yagioyama,Minamiuonuma-gun<JCG#08015D>,八木尾山,新潟県南魚沼郡湯沢町<JCG#08015D>
JA/NI-149,36.9713,138.1024,8,1430,Fudouyama,Itoigawa-city<JCC#0816>Myoko-city<JCC#0827>Joetsu-city<JCC#0822>,不動山,新潟県糸魚川市<JCC#0816>新潟県妙高市<JCC#0827>新潟県上越市<JCC#0822>
JA/NI-150,37.5219,139.4259,8,1386,Mikaguradake,Higashikambara-gun<JCG#08013E>,御神楽岳,新潟県東蒲原郡阿賀町<JCG#08013E>
JA/NI-151,38.361,139.7617,8,1331,Masugatayama,Murakami-city<JCC#0812>Tsuruoka-city<JCC#0503>,枡形山,新潟県村上市<JCC#0812>山形県鶴岡市<JCC#0503>
JA/NI-152,37.8031,139.6182,8,1237,Jikkiramatsu,Higashikambara-gun<JCG#08013E>,ジッキラ松,新潟県東蒲原郡阿賀町<JCG#08013E>
JA/NI-153,38.2414,139.8158,8,1216,Sutodoyama,Murakami-city<JCC#0812>,巣戸々山,新潟県村上市<JCC#0812>
JA/NI-154,36.9409,137.8218,8,1188,Myoujyouyama,Itoigawa-city<JCC#0816>,明星山,新潟県糸魚川市<JCC#0816>
JA/NI-155,37.1361,139.2151,8,1183,Near_Deai,Uonuma-city<JCC#0825>,出合（三角点近傍）,新潟県魚沼市<JCC#0825>
JA/NI-156,37.839,139.5072,8,1169,P1169,Shibata-city<JCC#0806>,点1169,新潟県新発田市<JCC#0806>
JA/NI-157,37.0723,138.9856,8,1143,Takakurayama,Minamiuonuma-city<JCC#0826>,高倉山,新潟県南魚沼市<JCC#0826>
JA/NI-158,37.513,139.303,8,1120,Near_Uodomeyama,Higashikambara-gun<JCG#08013E>,魚止山近傍,新潟県東蒲原郡阿賀町<JCG#08013E>
JA/NI-159,37.5398,139.2824,8,1110,Wariiwayama,Gosen-city<JCC#0818>,割岩山,新潟県五泉市<JCC#0818>
JA/NI-160,37.0333,139.0091,6,1081,Near_Ichinowata,Minamiuonuma-city<JCC#0826>,一ノ綿（三角点近傍）,新潟県南魚沼市<JCC#0826>
JA/NI-161,37.9554,139.5624,6,970,Near_Tossakamine,Tainai-city<JCC#0828>Iwafune-gun<JCG#08001C>,鳥坂峰近傍,新潟県胎内市<JCC#0828>新潟県岩船郡関川村<JCG#08001C>
JA/NI-162,36.9742,138.8547,6,946,Ubaminokashira,Minamiuonuma-city<JCC#0826>,姥見ノ頭,新潟県南魚沼市<JCC#0826>
JA/NI-163,37.6947,139.2711,6,910,Sangoroyama,Gosen-city<JCC#0818>,三五郎山,新潟県五泉市<JCC#0818>
JA/NI-164,37.4775,139.2194,6,879,Koumyouzan,Sanjo-city<JCC#0804>,光明山,新潟県三条市<JCC#0804>
JA/NI-166,38.3969,139.5333,4,795,Budouyama,Murakami-city<JCC#0812>,蒲萄山,新潟県村上市<JCC#0812>
JA/NI-167,37.7288,139.6001,4,788,Takaitouge,Higashikambara-gun<JCG#08013E>,高井峠,新潟県東蒲原郡阿賀町<JCG#08013E>
JA/NI-168,38.3691,139.6708,4,776,Komagatake,Murakami-city<JCC#0812>,駒ヶ岳,新潟県村上市<JCC#0812>
JA/NI-169,38.278,139.6899,4,771,Engoyama,Murakami-city<JCC#0812>,円吾山,新潟県村上市<JCC#0812>
JA/NI-170,38.4291,139.6503,4,693,P693,Murakami-city<JCC#0812>,点693,新潟県村上市<JCC#0812>
