code, lat, lng, point, alt, name, region, name_k, region_k
JA/ME-012,35.0013,136.4212,8,1161,Kamagatake,Mie-gun<JCG#21014D>Koka-city<JCC#2309>,鎌ヶ岳,三重県三重郡菰野町<JCG#21014D>滋賀県甲賀市<JCC#2309>
JA/ME-013,34.2461,136.2177,8,1100,Senchiyogamine,Taki-gun<JCG#21012C>Kitamuro-gun<JCG#21008C>,仙千代ヶ峰,三重県多気郡大台町<JCG#21012C>三重県北牟婁郡紀北町<JCG#21008C>
JA/ME-014,35.1193,136.4452,6,1099,Ryuugadake,Inabe-city<JCC#2115>Higashioumi-city<JCC#2313>,竜ヶ岳,三重県いなべ市<JCC#2115>滋賀県東近江市<JCC#2313>
JA/ME-015,34.4502,136.2562,6,1094,Syugengyouyama,Matsusaka-city<JCC#2104>Tsu-city<JCC#2101>,修験業山,三重県松阪市<JCC#2104>三重県津市<JCC#2101>
JA/ME-016,35.0657,136.4414,6,1092,Syakagatake,Mie-gun<JCG#21014D>Higashioumi-city<JCC#2313>,釈迦ヶ岳,三重県三重郡菰野町<JCG#21014D>滋賀県東近江市<JCC#2313>
JA/ME-017,34.2891,136.2692,6,1038,Kasugarei,Taki-gun<JCG#21012C>Watarai-gun<JCG#21016K>,春日嶺,三重県多気郡大台町<JCG#21012C>三重県度会郡大紀町<JCG#21016K>
JA/ME-018,34.5309,136.1703,6,1037,Kurosoyama,Tsu-city<JCC#2101>Uda-gun<JCG#24002C>,倶留尊山,三重県津市<JCC#2101>奈良県宇陀郡曽爾村<JCG#24002C>
JA/ME-019,34.0035,136.095,6,1030,Hoirosan,Kumano-city<JCC#2112>,保色山,三重県熊野市<JCC#2112>
JA/ME-020,34.4605,136.327,6,1029,Tsubonegadake,Matsusaka-city<JCC#2104>,局ヶ岳,三重県松阪市<JCC#2104>
JA/ME-021,34.492,136.2298,6,1021,Gakunodouyama,Tsu-city<JCC#2101>Uda-gun<JCG#24002D>,学能堂山,三重県津市<JCC#2101>奈良県宇陀郡御杖村<JCG#24002D>
JA/ME-022,34.5387,136.2149,6,1013,Ooborayama_Odake,Tsu-city<JCC#2101>,大洞山・雄岳,三重県津市<JCC#2101>
JA/ME-023,34.0358,136.0181,6,991,Nishiya,Kumano-city<JCC#2112>Yoshino-gun<JCG#24010C>,西谷(三角点),三重県熊野市<JCC#2112>奈良県吉野郡下北山村<JCG#24010C>
JA/ME-024,34.5576,136.2197,6,957,Amagadake,Tsu-city<JCC#2101>Iga-city<JCC#2117>,尼ケ岳,三重県津市<JCC#2101>三重県伊賀市<JCC#2117>
JA/ME-025,34.4045,136.1565,6,956,Masugatayama,Matsusaka-city<JCC#2104>,マスガタ山,三重県松阪市<JCC#2104>
JA/ME-026,34.321,136.3229,6,952,P952,Taki-gun<JCG#21012C>,点952,三重県多気郡大台町<JCG#21012C>
JA/ME-027,33.9876,136.0835,6,944,P944,Kumano-city<JCC#2112>,点944,三重県熊野市<JCC#2112>
JA/ME-028,34.0085,136.0632,6,938,Takashiroyama,Kumano-city<JCC#2112>,高代山,三重県熊野市<JCC#2112>
JA/ME-029,33.7946,135.9305,6,907,Nenotomariyama,Kumano-city<JCC#2112>Minamimuro-gun<JCG#21015B>,子ノ泊山,三重県熊野市<JCC#2112>三重県南牟婁郡紀宝町<JCG#21015B>
JA/ME-030,34.2249,136.1905,6,889,P889,Taki-gun<JCG#21012C>,点889(大河内山近傍),三重県多気郡大台町<JCG#21012C>
JA/ME-031,34.9991,136.4488,6,888,Kiraramine,Mie-gun<JCG#21014D>Yokkaichi-city<JCC#2102>,雲母峰,三重県三重郡菰野町<JCG#21014D>三重県四日市市<JCC#2102>
JA/ME-032,34.5485,136.1621,6,880,Kunimiyama,Tsu-city<JCC#2101>Nabari-city<JCC#2108>Uda-gun<JCG#24002C>,国見山,三重県津市<JCC#2101>三重県名張市<JCC#2108>奈良県宇陀郡曽爾村<JCG#24002C>
JA/ME-033,33.9126,136.039,6,851,Maruoyama,Kumano-city<JCC#2112>,丸尾山,三重県熊野市<JCC#2112>
JA/ME-034,34.734,136.2964,4,842,Kasatoriyama,Iga-city<JCC#2117>Tsu-city<JCC#2101>,笠取山,三重県伊賀市<JCC#2117>三重県津市<JCC#2101>
JA/ME-035,34.5059,136.4075,4,819,Shiraisan,Matsusaka-city<JCC#2104>,白猪山,三重県松阪市<JCC#2104>
JA/ME-036,34.7665,136.3744,4,819,Kyougamine,Tsu-city<JCC#2101>,経ヶ峰,三重県津市<JCC#2101>
JA/ME-037,33.8236,135.9126,4,815,P815,Kumano-city<JCC#2112>,点815(天瀬(三角点)近傍),三重県熊野市<JCC#2112>
JA/ME-038,33.8795,135.9822,4,813,Hiyodoriyama,Minamimuro-gun<JCG#21015D>,ひよどり山,三重県南牟婁郡御浜町<JCG#21015D>
JA/ME-039,33.8566,135.9245,4,801,Ichizokusan,Kumano-city<JCC#2112>,一族山,三重県熊野市<JCC#2112>
JA/ME-040,34.8758,136.2979,4,800,Nasugaharayama,Kameyama-city<JCC#2110>Koka-city<JCC#2309>,那須ヶ原山,三重県亀山市<JCC#2110>滋賀県甲賀市<JCC#2309>
JA/ME-041,34.8092,136.3013,4,788,Kogasanomine,Iga-city<JCC#2117>Kameyama-city<JCC#2110>,小笠ノ峰,三重県伊賀市<JCC#2117>三重県亀山市<JCC#2110>
JA/ME-042,34.3381,136.5123,4,784,Choraku,Watarai-gun<JCG#21016J>Watarai-gun<JCG#21016L>Watarai-gun<JCG#21016K>,町楽(三角点),三重県度会郡度会町<JCG#21016J>三重県度会郡南伊勢町<JCG#21016L>三重県度会郡大紀町<JCG#21016K>
JA/ME-043,34.6011,136.2498,4,779,Mototoridake,Iga-city<JCC#2117>Tsu-city<JCC#2101>,元取岳(三角点),三重県伊賀市<JCC#2117>三重県津市<JCC#2101>
JA/ME-044,34.3731,136.5157,4,778,Nanahoragatake,Watarai-gun<JCG#21016K>Watarai-gun<JCG#21016J>,七洞岳,三重県度会郡大紀町<JCG#21016K>三重県度会郡度会町<JCG#21016J>
JA/ME-045,33.8357,135.935,4,776,Hinokio,Kumano-city<JCC#2112>Minamimuro-gun<JCG#21015D>,桧尾(三角点),三重県熊野市<JCC#2112>三重県南牟婁郡御浜町<JCG#21015D>
JA/ME-046,33.9608,136.1306,4,775,Nishimata,Kumano-city<JCC#2112>,西又(三角点),三重県熊野市<JCC#2112>
JA/ME-047,34.5543,136.2916,4,772,Near_Takansyoyama,Tsu-city<JCC#2101>,高所山近傍,三重県津市<JCC#2101>
JA/ME-048,34.5956,136.2299,4,770,P770,Iga-city<JCC#2117>,点770(上高尾(三角点)近傍),三重県伊賀市<JCC#2117>
JA/ME-049,34.8172,136.2605,4,766,Reisan,Iga-city<JCC#2117>,霊山,三重県伊賀市<JCC#2117>
JA/ME-050,34.5465,136.4329,4,757,Hossakasan,Matsusaka-city<JCC#2104>,堀坂山,三重県松阪市<JCC#2104>
JA/ME-051,34.0231,136.1994,4,752,Mitatani,Owase-city<JCC#2109>,三田谷(三角点),三重県尾鷲市<JCC#2109>
JA/ME-052,34.5711,136.3137,4,745,Takeharayama,Tsu-city<JCC#2101>,竹原山(三角点),三重県津市<JCC#2101>
JA/ME-053,34.2631,136.3084,4,738,Ikenotanigoe,Watarai-gun<JCG#21016K>,池ノ谷越(三角点),三重県度会郡大紀町<JCG#21016K>
JA/ME-054,34.329,136.4705,4,734,Kunimiiwa,Watarai-gun<JCG#21016K>Watarai-gun<JCG#21016L>,国見岩,三重県度会郡大紀町<JCG#21016K>三重県度会郡南伊勢町<JCG#21016L>
JA/ME-055,34.3561,136.4532,4,733,Sengenyama,Watarai-gun<JCG#21016K>,浅間山,三重県度会郡大紀町<JCG#21016K>
JA/ME-056,34.574,136.3701,4,731,Yazusan,Tsu-city<JCC#2101>,矢頭山,三重県津市<JCC#2101>
JA/ME-057,34.4947,136.2834,4,727,P727,Tsu-city<JCC#2101>,点727,三重県津市<JCC#2101>
JA/ME-058,33.932,136.0063,4,723,Higureyama,Kumano-city<JCC#2112>,日暮山,三重県熊野市<JCC#2112>
JA/ME-059,33.8996,135.9063,4,704,P704,Kumano-city<JCC#2112>,点704,三重県熊野市<JCC#2112>
JA/ME-060,35.1759,136.5869,4,694,Koihimeyama,Kuwana-city<JCC#2105>Inabe-city<JCC#2115>,恋路山,三重県桑名市<JCC#2105>三重県いなべ市<JCC#2115>
JA/ME-061,34.5502,136.3605,4,688,Higeyama,Matsusaka-city<JCC#2104>Tsu-city<JCC#2101>,髯山,三重県松阪市<JCC#2104>三重県津市<JCC#2101>
JA/ME-062,33.9313,136.1158,4,687,Daijyamine,Kumano-city<JCC#2112>,大蛇峰,三重県熊野市<JCC#2112>
JA/ME-063,34.8214,136.3557,4,676,Shakujyougatake,Tsu-city<JCC#2101>Kameyama-city<JCC#2110>,錫杖ヶ岳,三重県津市<JCC#2101>三重県亀山市<JCC#2110>
JA/ME-064,34.4085,136.3296,4,675,Takayama,Matsusaka-city<JCC#2104>Taki-gun<JCG#21012C>,高山(三角点),三重県松阪市<JCC#2104>三重県多気郡大台町<JCG#21012C>
JA/ME-065,34.9029,136.3595,4,667,Shiosoyama,Kameyama-city<JCC#2110>Koka-city<JCC#2309>,四方草山,三重県亀山市<JCC#2110>滋賀県甲賀市<JCC#2309>
JA/ME-066,34.2707,136.3419,2,637,Yagamine,Watarai-gun<JCG#21016K>,矢ヶ峯,三重県度会郡大紀町<JCG#21016K>
JA/ME-067,34.2673,136.3792,2,628,Ashigaya,Watarai-gun<JCG#21016K>,芦ヶ谷(三角点),三重県度会郡大紀町<JCG#21016K>
JA/ME-068,33.8451,135.9595,2,627,Ooseyama,Minamimuro-gun<JCG#21015D>Kumano-city<JCC#2112>,大瀬山,三重県南牟婁郡御浜町<JCG#21015D>三重県熊野市<JCC#2112>
JA/ME-069,33.8202,135.9841,2,601,Oojiyama,Minamimuro-gun<JCG#21015B>Minamimuro-gun<JCG#21015D>,大地山,三重県南牟婁郡紀宝町<JCG#21015B>三重県南牟婁郡御浜町<JCG#21015D>
JA/ME-070,34.095,136.1837,2,599,Binshiyama,Kitamuro-gun<JCG#21008C>Owase-city<JCC#2109>,便石山,三重県北牟婁郡紀北町<JCG#21008C>三重県尾鷲市<JCC#2109>
JA/ME-071,33.9864,136.0155,2,593,Nakamine,Kumano-city<JCC#2112>,中峰(三角点),三重県熊野市<JCC#2112>
JA/ME-072,34.1796,136.244,2,570,Ookouchiyama,Kitamuro-gun<JCG#21008C>,大河内山(三角点),三重県北牟婁郡紀北町<JCG#21008C>
JA/ME-073,34.5299,136.2587,2,569,Goyou,Tsu-city<JCC#2101>,五葉(三角点),三重県津市<JCC#2101>
JA/ME-074,34.8563,136.3491,2,560,P560,Kameyama-city<JCC#2110>,点560,三重県亀山市<JCC#2110>
JA/ME-075,34.8896,136.3865,2,560,P560,Kameyama-city<JCC#2110>,点560(明星ヶ岳近傍),三重県亀山市<JCC#2110>
JA/ME-076,34.2663,136.4252,2,556,Arujiyama,Watarai-gun<JCG#21016L>Watarai-gun<JCG#21016K>,有地山,三重県度会郡南伊勢町<JCG#21016L>三重県度会郡大紀町<JCG#21016K>
JA/ME-077,34.4611,136.7816,2,555,Asamagatake,Ise-city<JCC#2103>,朝熊ヶ岳,三重県伊勢市<JCC#2103>
JA/ME-078,34.5814,136.3543,2,555,Karasudome,Tsu-city<JCC#2101>,鴉止(三角点),三重県津市<JCC#2101>
JA/ME-079,34.3869,136.6376,2,550,Ushikusayama,Watarai-gun<JCG#21016J>Watarai-gun<JCG#21016L>,牛草山,三重県度会郡度会町<JCG#21016J>三重県度会郡南伊勢町<JCG#21016L>
JA/ME-080,34.426,136.6917,2,548,Washimine/Hakamagoshiyama,Ise-city<JCC#2103>,鷲嶺(袴腰山),三重県伊勢市<JCC#2103>
JA/ME-081,34.6013,136.335,2,547,Takamine,Tsu-city<JCC#2101>,高峰,三重県津市<JCC#2101>
JA/ME-082,34.4604,136.42,2,545,Karasudake,Matsusaka-city<JCC#2104>Taki-gun<JCG#21012B>,烏岳,三重県松阪市<JCC#2104>三重県多気郡多気町<JCG#21012B>
JA/ME-083,34.3834,136.3246,2,543,P543,Taki-gun<JCG#21012C>,点543,三重県多気郡大台町<JCG#21012C>
JA/ME-084,34.0914,136.2089,2,522,Tengukurayama,Kitamuro-gun<JCG#21008C>Owase-city<JCC#2109>,天狗倉山,三重県北牟婁郡紀北町<JCG#21008C>三重県尾鷲市<JCC#2109>
JA/ME-085,33.9182,135.943,2,513,Hiratani,Kumano-city<JCC#2112>,平谷(三角点),三重県熊野市<JCC#2112>
JA/ME-086,34.2341,136.4179,2,503,Himegoyama,Watarai-gun<JCG#21016K>Watarai-gun<JCG#21016L>,姫越山,三重県度会郡大紀町<JCG#21016K>三重県度会郡南伊勢町<JCG#21016L>
JA/ME-087,34.4164,136.6435,1,492,Kamidake,Watarai-gun<JCG#21016J>Ise-city<JCC#2103>,神岳,三重県度会郡度会町<JCG#21016J>三重県伊勢市<JCC#2103>
JA/ME-088,33.9975,136.0041,1,446,Tsuchiba,Kumano-city<JCC#2112>,土場(三角点),三重県熊野市<JCC#2112>
JA/ME-089,33.84,135.8735,1,430,P430,Kumano-city<JCC#2112>,点430,三重県熊野市<JCC#2112>
JA/ME-090,34.4489,136.5817,1,411,Kuzukayama,Watarai-gun<JCG#21016J>Watarai-gun<JCG#21016C>,国束山,三重県度会郡度会町<JCG#21016J>三重県度会郡玉城町<JCG#21016C>
JA/ME-091,34.7546,136.2003,1,409,P409,Iga-city<JCC#2117>,点409,三重県伊賀市<JCC#2117>
JA/ME-092,34.3636,136.6776,1,402,Ryusenzan,Watarai-gun<JCG#21016L>,龍仙山,三重県度会郡南伊勢町<JCG#21016L>
JA/ME-093,34.5077,136.4712,1,400,Daimyojinyama,Matsusaka-city<JCC#2104>,大明神山,三重県松阪市<JCC#2104>
JA/ME-094,34.1262,136.2384,1,380,Koura,Kitamuro-gun<JCG#21008C>,小浦(三角点),三重県北牟婁郡紀北町<JCG#21008C>
JA/ME-095,34.3987,136.4462,1,380,Naga,Taki-gun<JCG#21012C>,長ケ(三角点),三重県多気郡大台町<JCG#21012C>
JA/ME-096,34.6589,136.0715,1,365,P365,Nabari-city<JCC#2108>Yamabe-gun<JCG#24009B>,点365,三重県名張市<JCC#2108>奈良県山辺郡山添村<JCG#24009B>
JA/ME-097,34.7414,136.0764,1,361,Ryuouzan,Iga-city<JCC#2117>,竜王山,三重県伊賀市<JCC#2117>
JA/ME-098,33.7501,135.9817,1,337,P337,Minamimuro-gun<JCG#21015B>,点337(鮒田(三角点)近傍),三重県南牟婁郡紀宝町<JCG#21015B>
JA/ME-099,34.4089,136.8242,1,336,Aominesan,Toba-city<JCC#2111>Shima-city<JCC#2116>,青峰山,三重県鳥羽市<JCC#2111>三重県志摩市<JCC#2116>
JA/ME-100,34.7337,136.4332,1,320,Haseyama,Tsu-city<JCC#2101>,長谷山,三重県津市<JCC#2101>
JA/ME-101,34.4548,136.529,1,317,Tochihara,Taki-gun<JCG#21012C>Taki-gun<JCG#21012B>,栃原(三角点),三重県多気郡大台町<JCG#21012C>三重県多気郡多気町<JCG#21012B>
JA/ME-102,34.2828,136.6219,1,311,Tsubonegacho,Watarai-gun<JCG#21016L>,局ヶ頂,三重県度会郡南伊勢町<JCG#21016L>
JA/ME-104,34.3336,136.6465,1,292,Kakuroyama,Watarai-gun<JCG#21016L>,鶴路山,三重県度会郡南伊勢町<JCG#21016L>
JA/ME-105,34.4849,136.5125,1,291,Shiroyama,Taki-gun<JCG#21012B>,城山,三重県多気郡多気町<JCG#21012B>
JA/ME-106,33.9201,135.9294,1,290,P290,Higashimuro-gun<JCG#26006A>,点290(北山村),和歌山県東牟婁郡北山村<JCG#26006A>
JA/ME-107,34.4918,136.8895,1,236,Ooyama,Toba-city<JCC#2111>,大山,三重県鳥羽市@菅島<JCC#2111>
JA/ME-108,34.5484,136.9847,1,171,Toumyouyama,Toba-city<JCC#2111>,灯明山,三重県鳥羽市@神島<JCC#2111>
JA/ME-109,34.5106,136.8602,1,167,Momotoriyama,Toba-city<JCC#2111>,桃取山(三角点),三重県鳥羽市@答志島<JCC#2111>
JA/ME-110,34.2491,136.156,8,1291,Uguidani,Taki-gun<JCG#21012C>,鰔谷(三角点),三重県多気郡大台町<JCG#21012C>
JA/ME-111,34.032,136.1472,6,1045,Takamineyama,Owase-city<JCC#2109>,高峰山,三重県尾鷲市<JCC#2109>
JA/ME-112,34.9519,136.3954,6,961,Sengadake,Suzuka-city<JCC#2107>Kameyama-city<JCC#2110>Koka-city<JCC#2309>,仙ヶ岳,三重県鈴鹿市<JCC#2107>三重県亀山市<JCC#2110>滋賀県甲賀市<JCC#2309>
JA/ME-113,33.9856,136.1337,6,927,Gejyoyama,Owase-city<JCC#2109>Kumano-city<JCC#2112>,ゲジョ山,三重県尾鷲市<JCC#2109>三重県熊野市<JCC#2112>
JA/ME-114,35.2148,136.4162,6,911,Mikunidake,Inabe-city<JCC#2115>Inukami-gun<JCG#23002C>,三国岳,三重県いなべ市<JCC#2115>滋賀県犬上郡多賀町<JCG#23002C>
JA/ME-115,33.966,136.0875,6,903,Kiyomizudani,Kumano-city<JCC#2112>,清水谷(三角点),三重県熊野市<JCC#2112>
JA/ME-116,33.9813,136.1206,6,854,P854,Kumano-city<JCC#2112>,点854,三重県熊野市<JCC#2112>
JA/ME-118,34.5327,136.3267,4,698,Amagoiyama,Tsu-city<JCC#2101>,雨乞山,三重県津市<JCC#2101>
JA/ME-119,34.4987,136.3162,4,692,P692,Tsu-city<JCC#2101>,点692,三重県津市<JCC#2101>
JA/ME-120,34.4019,136.3549,2,614,P614,Taki-gun<JCG#21012C>,点614,三重県多気郡大台町<JCG#21012C>
JA/ME-121,35.0885,136.4712,2,598,Fukuouyama,Mie-gun<JCG#21014D>,福王山,三重県三重郡菰野町<JCG#21014D>
JA/ME-122,33.9566,136.1687,2,581,Nikijima,Kumano-city<JCC#2112>,二木島(三角点),三重県熊野市<JCC#2112>
JA/ME-123,34.3643,136.5529,2,570,P570,Watarai-gun<JCG#21016J>,点570,三重県度会郡度会町<JCG#21016J>
JA/ME-124,34.2127,136.2532,2,540,P540,Kitamuro-gun<JCG#21008C>,点540,三重県北牟婁郡紀北町<JCG#21008C>
JA/ME-125,34.5448,136.3908,2,540,Yuzuhara,Matsusaka-city<JCC#2104>,柚原(三角点),三重県松阪市<JCC#2104>
JA/ME-126,34.2433,136.3408,2,535,Gunkaimine,Kitamuro-gun<JCG#21008C>Watarai-gun<JCG#21016K>,郡界嶺,三重県北牟婁郡紀北町<JCG#21008C>三重県度会郡大紀町<JCG#21016K>
JA/ME-127,34.4204,136.4248,2,510,P510,Taki-gun<JCG#21012B>,点510,三重県多気郡多気町<JCG#21012B>
JA/ME-128,34.2993,136.5556,1,497,Takayama,Watarai-gun<JCG#21016L>,高山,三重県度会郡南伊勢町<JCG#21016L>
JA/ME-129,34.4358,136.7407,1,405,Kuchijimaji,Ise-city<JCC#2103>,口島路(三角点),三重県伊勢市<JCC#2103>
JA/ME-130,34.0207,136.2612,1,397,Itadakiyama,Owase-city<JCC#2109>,頂山,三重県尾鷲市<JCC#2109>
JA/ME-131,33.771,136.008,1,362,Ooeboshiyama,Minamimuro-gun<JCG#21015B>,大烏帽子山,三重県南牟婁郡紀宝町<JCG#21015B>
JA/ME-132,34.7851,136.1719,1,349,Igakofuji/Nanguusan,Iga-city<JCC#2117>,伊賀小富士(南宮山),三重県伊賀市<JCC#2117>
JA/ME-133,34.0935,136.2743,1,301,Hiyoriyama,Owase-city<JCC#2109>,日和山,三重県尾鷲市<JCC#2109>
JA/ME-134,34.241,136.4746,1,290,Tenjinyama,Watarai-gun<JCG#21016L>,天神山,三重県度会郡南伊勢町<JCG#21016L>
JA/ME-135,34.4279,136.5437,1,287,Taguchi,Watarai-gun<JCG#21016J>,田口(三角点),三重県度会郡度会町<JCG#21016J>
JA/ME-136,34.4227,136.5231,1,266,Idani,Watarai-gun<JCG#21016K>,伊谷(三角点),三重県度会郡大紀町<JCG#21016K>
JA/ME-137,34.4855,136.4632,1,265,Jyonomine,Matsusaka-city<JCC#2104>Taki-gun<JCG#21012B>,城ノ峰(三角点),三重県松阪市<JCC#2104>三重県多気郡多気町<JCG#21012B>
JA/ME-138,34.2741,136.5995,1,258,P258,Watarai-gun<JCG#21016L>,点258,三重県度会郡南伊勢町<JCG#21016L>
JA/ME-139,34.3474,136.7536,1,212,Nakakouchi,Watarai-gun<JCG#21016L>Shima-city<JCC#2116>,中河内(三角点),三重県度会郡南伊勢町<JCG#21016L>三重県志摩市<JCC#2116>
JA/ME-140,34.3243,136.7881,1,203,Yokoyama,Shima-city<JCC#2116>,横山,三重県志摩市<JCC#2116>
JA/ME-141,34.2694,136.5493,1,191,Nachi,Watarai-gun<JCG#21016L>,智那(三角点),三重県度会郡南伊勢町<JCG#21016L>
JA/ME-142,34.0906,136.296,1,175,P175,Owase-city<JCC#2109>,点175,三重県尾鷲市<JCC#2109>
JA/ME-143,34.0598,136.261,1,167,Togajima,Owase-city<JCC#2109>,桃頭島,三重県尾鷲市@桃頭島<JCC#2109>
JA/ME-144,34.2566,136.5455,1,165,P165,Watarai-gun<JCG#21016L>,点165,三重県度会郡南伊勢町<JCG#21016L>
JA/ME-145,33.899193,135.928119,2,627,Nishiyama,Kumano-city<JCC#2112>,西山,三重県熊野市<JCC#2112>
JA/SO-001,35.3606,138.7274,10,3776,FujisanKengamine,Fujinomiya-city<JCC#1807>,富士山剣ヶ峰,静岡県富士宮市<JCC#1807>
JA/SO-002,35.5007,138.1823,10,3141,Warusawadake,Aoi-ku<JCC#180101>,悪沢岳,静岡県静岡市葵区<JCC#180101>
JA/SO-003,35.4612,138.1574,10,3121,Akaishidake,Aoi-ku<JCC#180101>Shimoina-gun<JCG#09008C>,赤石岳,静岡県静岡市葵区<JCC#180101>長野県下伊那郡大鹿村<JCG#09008C>
JA/SO-004,35.4966,138.1671,10,3083,Arakawadake/Nakadake,Aoi-ku<JCC#180101>,荒川岳(中岳),静岡県静岡市葵区<JCC#180101>
JA/SO-005,35.6247,138.2303,10,3051,Noutoridake/Nishinoutoridake,Aoi-ku<JCC#180101>Minamikoma-gun<JCG#17007F>,農鳥岳(西農鳥岳),静岡県静岡市葵区<JCC#180101>山梨県南巨摩郡早川町<JCG#17007F>
JA/SO-006,35.5738,138.1831,10,3047,Shiomidake,Aoi-ku<JCC#180101>Ina-city<JCC#0909>,塩見岳,静岡県静岡市葵区<JCC#180101>長野県伊那市<JCC#0909>
JA/SO-007,35.4225,138.1397,10,3013,Hijiridake/Maehijiridake,Aoi-ku<JCC#180101>Iida-city<JCC#0905>,聖岳(前聖岳),静岡県静岡市葵区<JCC#180101>長野県飯田市<JCC#0905>
JA/SO-008,35.3896,138.1528,10,2803,Kamikouchidake,Aoi-ku<JCC#180101>,上河内岳,静岡県静岡市葵区<JCC#180101>
JA/SO-009,35.5378,138.1529,10,2802,Kogouchidake,Aoi-ku<JCC#180101>Shimoina-gun<JCG#09008C>,小河内岳,静岡県静岡市葵区<JCC#180101>長野県下伊那郡大鹿村<JCG#09008C>
JA/SO-010,35.3382,138.0838,10,2591,Tekaridake,Haibara-gun<JCG#18011I>Iida-city<JCC#0905>,光岳,静岡県榛原郡川根本町<JCG#18011I>長野県飯田市<JCC#0905>
JA/SO-011,35.3302,138.0383,10,2392,Ikeguchidake,Haibara-gun<JCG#18011I>Iida-city<JCC#0905>,池口岳,静岡県榛原郡川根本町<JCG#18011I>長野県飯田市<JCC#0905>
JA/SO-012,35.307,138.0983,10,2332,Shinanomata,Aoi-ku<JCC#180101>Haibara-gun<JCG#18011I>,信濃俣,静岡県静岡市葵区<JCC#180101>静岡県榛原郡川根本町<JCG#18011I>
JA/SO-013,35.256,138.1616,10,2329,Daimugenzan,Aoi-ku<JCC#180101>Haibara-gun<JCG#18011I>,大無間山,静岡県静岡市葵区<JCC#180101>静岡県榛原郡川根本町<JCG#18011I>
JA/SO-014,35.2942,138.0181,10,2296,Nakanooneyama,Tenryu-ku<JCC#180207>Haibara-gun<JCG#18011I>,中ノ尾根山,静岡県浜松市天竜区<JCC#180207>静岡県榛原郡川根本町<JCG#18011I>
JA/SO-015,35.2833,138.1374,10,2240,Oonezawayama,Aoi-ku<JCC#180101>Haibara-gun<JCG#18011I>,大根沢山,静岡県静岡市葵区<JCC#180101>静岡県榛原郡川根本町<JCG#18011I>
JA/SO-016,35.2354,138.0411,10,2171,Fudougatake,Haibara-gun<JCG#18011I>,不動岳,静岡県榛原郡川根本町<JCG#18011I>
JA/SO-017,35.1962,138.0294,10,2067,Kuroboushigatake,Haibara-gun<JCG#18011I>Tenryu-ku<JCC#180207>,黒法師岳,静岡県榛原郡川根本町<JCG#18011I>静岡県浜松市天竜区<JCC#180207>
JA/SO-018,35.3043,138.2853,10,2010,Yanbushi,Aoi-ku<JCC#180101>Minamikoma-gun<JCG#17007F>,山伏,静岡県静岡市葵区<JCC#180101>山梨県南巨摩郡早川町<JCG#17007F>
JA/SO-019,35.4158,138.5439,10,1964,Kenashiyama,Fujinomiya-city<JCC#1807>Minamikoma-gun<JCG#17007G>,毛無山,静岡県富士宮市<JCC#1807>山梨県南巨摩郡身延町<JCG#17007G>
JA/SO-020,35.1873,138.0701,10,1943,Maekuroboushidake,Haibara-gun<JCG#18011I>,前黒法師岳,静岡県榛原郡川根本町<JCG#18011I>
JA/SO-021,35.2069,138.1323,10,1827,Asahidake,Haibara-gun<JCG#18011I>,朝日岳,静岡県榛原郡川根本町<JCG#18011I>
JA/SO-022,35.1947,137.9856,10,1782,Maekuroboushiyama,Tenryu-ku<JCC#180207>,前黒法師山,静岡県浜松市天竜区<JCC#180207>
JA/SO-023,35.2682,138.2764,10,1763,Sasayama,Aoi-ku<JCC#180101>,笹山,静岡県静岡市葵区<JCC#180101>
JA/SO-024,35.2586,138.079,10,1750,Syonosawayama,Haibara-gun<JCG#18011I>,諸沢山,静岡県榛原郡川根本町<JCG#18011I>
JA/SO-025,35.1261,138.0354,10,1627,Sobatsubuyama,Haibara-gun<JCG#18011I>Tenryu-ku<JCC#180207>,蕎麦粒山,静岡県榛原郡川根本町<JCG#18011I>静岡県浜松市天竜区<JCC#180207>
JA/SO-026,35.1566,138.2189,10,1533,Nanatsumine,Haibara-gun<JCG#18011I>Aoi-ku<JCC#180101>,七ッ峰,静岡県榛原郡川根本町<JCG#18011I>静岡県静岡市葵区<JCC#180101>
JA/SO-027,35.2381,138.794,10,1504,Ashitakayama/Echizendake,Susono-city<JCC#1821>Fuji-city<JCC#1813>,愛鷹山(越前岳),静岡県裾野市<JCC#1821>静岡県富士市<JCC#1813>
JA/SO-028,35.1,138.0105,10,1501,Ryuumagatake,Tenryu-ku<JCC#180207>,竜馬ヶ岳,静岡県浜松市天竜区<JCC#180207>
JA/SO-029,35.2238,138.8099,8,1458,Ihaidake,Susono-city<JCC#1821>Fuji-city<JCC#1813>,位牌岳,静岡県裾野市<JCC#1821>静岡県富士市<JCC#1813>
JA/SO-030,34.8629,139.0018,8,1405,Amagisan/Banzaburoudake,Izu-city<JCC#1823>Kamo-gun<JCG#18006E>,天城山(万三郎岳),静岡県伊豆市<JCC#1823>静岡県賀茂郡東伊豆町<JCG#18006E>
JA/SO-031,35.3896,138.8919,8,1384,Oohorayama,Sunto-gun<JCG#18009C>Minamitsuru-gun<JCG#17008I>,大洞山,静岡県駿東郡小山町<JCG#18009C>山梨県南都留郡山中湖村<JCG#17008I>
JA/SO-032,35.2546,137.9188,8,1368,Aokuzuretougehigashi,Tenryu-ku<JCC#180207>Iida-city<JCC#0905>,青崩峠東(三角点),静岡県浜松市天竜区<JCC#180207>長野県飯田市<JCC#0905>
